CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,3,-,-,-,"1,776.15",-,"1,690","1,662.90","2,365.60","1,690","23,550.00",780,43.00,71.35,"1,690",33.10,57.40,18.43,301,155,217,
,8,1,2,-,"2,133.35",-293.45,"1,040","1,741.25","2,289.45","1,690","23,600.00",390,57.75,59.20,65,29.65,58.00,18.14,"6,813","4,193","4,576",
,2,-,-,-,"2,343.75",4.70,975,"1,700.45","2,273.90","1,690","23,650.00",780,42.00,72.80,"1,690",32.45,60.25,17.98,361,221,297,
,18,-,2,-,"2,033.50",-283.75,975,"1,620.35","2,223.50","1,690","23,700.00",130,62.40,62.50,325,31.90,62.40,17.80,"6,739","4,576","5,455",
,1,-,-,-,"1,632.05",4.35,975,"1,589.75","2,162.70","1,690","23,750.00",780,45.05,78.20,910,32.60,63.30,17.53,982,492,"1,686",
,23,-1,2,-,"1,937.20",-286.30,910,"1,544.45","2,113.50","1,690","23,800.00",585,66.75,67.30,260,35.85,66.75,17.43,"7,848","4,358","5,210",
,2,-,-,-,"1,537.55",0.80,975,"1,502.35","2,061.70","1,690","23,850.00",910,45.05,82.65,910,35.65,69.75,17.29,534,250,394,
,21,1,2,-,"1,857.70",-406.80,910,"1,454.40","2,014.15","1,690","23,900.00",390,70.35,72.00,65,38.60,72.00,17.10,"6,399","3,765","4,687",
,3,-,-,-,"2,228.15",-,975,"1,451.30","1,924.85","1,690","23,950.00",910,69.45,86.20,585,40.25,74.05,16.88,273,97,280,
,"6,098",277,721,-,"1,708.35",-324.70,65,"1,703.00","1,710.00",65,"24,000.00",65,75.50,76.00,260,40.05,76.00,16.65,"41,370","7,721","56,364",
,1,-,-,-,"1,955.30",-,"1,690","1,272.25","1,820.40","1,690","24,050.00",65,77.45,80.30,65,41.55,79.35,16.50,653,67,264,
,23,6,20,14.23,"1,716.30",-237.70,585,"1,325.75","1,703.75",65,"24,100.00",65,81.55,83.00,65,42.15,81.70,16.28,"8,292","5,317","6,428",
,3,-,4,-,"1,579.65",-289.00,65,"1,283.65","1,724.50",65,"24,150.00",65,83.35,86.35,65,42.45,85.00,16.11,363,110,195,
,34,5,6,10.70,"1,585.00",-258.10,780,"1,242.60","1,681.75",325,"24,200.00",65,87.90,88.80,65,44.95,88.00,15.92,"8,473","2,698","6,125",
,3,1,2,9.21,"1,527.05",-275.80,65,"1,201.35","1,634.60","1,690","24,250.00",65,91.25,97.60,65,46.25,91.25,15.73,301,70,185,
,22,1,11,13.56,"1,528.70",-221.85,65,"1,163.40","1,576.30","1,690","24,300.00",65,95.25,98.55,65,49.45,96.75,15.65,"5,556","1,053","3,396",
,3,-,2,9.51,"1,433.95",-275.20,"1,690",998.80,"1,531.05","1,690","24,350.00",65,98.65,101.40,195,50.75,100.65,15.47,331,10,122,
,153,-,9,9.29,"1,385.00",-261.80,65,"1,108.00","1,417.40",65,"24,400.00",65,103.75,105.00,455,46.20,98.30,14.98,"5,383",654,"3,534",
,8,-,2,10.90,"1,356.15",-258.00,65,950.70,"1,434.55","1,690","24,450.00",65,108.35,114.25,65,54.30,108.30,15.08,290,-34,139,
,"2,295",177,458,-,"1,244.85",-316.70,65,"1,246.85","1,257.15",260,"24,500.00",260,113.95,115.00,715,57.05,115.00,15.01,"23,862","1,730","28,925",
,7,-,2,10.78,"1,264.90",-229.75,975,822.20,"1,340.60","1,690","24,550.00",65,116.95,121.85,195,60.45,121.10,14.89,333,-30,153,
,284,34,157,9.21,"1,198.50",-276.50,65,"1,145.30","1,186.90",65,"24,600.00",65,125.55,128.75,260,64.45,128.25,14.80,"6,958","1,127","5,295",
,6,-1,3,9.91,"1,162.85",-258.90,975,745.85,"1,248.55","1,690","24,650.00",65,130.00,134.75,65,64.70,132.40,14.57,332,27,269,
,334,-1,62,6.07,"1,078.00",-315.50,65,"1,078.00","1,097.35",65,"24,700.00",65,139.00,140.90,65,67.65,138.75,14.43,"5,200",471,"4,621",
,29,17,30,11.96,"1,115.45",-200.95,195,"1,014.60","1,155.65","1,690","24,750.00",260,144.25,149.15,65,68.15,144.25,14.23,699,147,339,
,475,-143,251,7.83,999.15,-291.35,65,985.00,"1,012.75",65,"24,800.00",195,153.85,157.65,195,77.50,157.45,14.32,"6,662",-178,"5,882",
,14,-1,2,11.08,"1,014.45",-208.05,65,915.25,"1,022.90",65,"24,850.00",65,160.10,166.40,65,76.20,162.65,14.09,456,18,308,
,225,-35,125,9.42,937.80,-270.70,65,898.45,932.45,65,"24,900.00",130,170.55,174.25,65,79.95,170.55,13.94,"5,064",127,"4,252",
,15,1,2,10.96,931.40,-233.00,65,827.40,945.55,65,"24,950.00",195,181.10,186.05,520,88.30,186.10,14.05,605,45,501,
,"12,180",394,"3,654",8.96,845.00,-275.95,65,840.00,848.05,65,"25,000.00",65,192.55,194.00,"1,235",89.60,192.85,13.83,"52,227","4,063","78,966",
,40,6,32,8.78,800.15,-265.15,65,784.70,814.80,65,"25,050.00",65,201.15,207.50,65,93.45,202.65,13.70,536,41,415,
,340,45,184,8.99,765.00,-252.85,65,751.70,775.75,65,"25,100.00",65,213.75,218.25,65,101.75,218.25,13.74,"5,603",65,"4,303",
,185,106,268,9.17,730.70,-255.00,65,710.50,739.25,65,"25,150.00",65,224.95,231.10,65,102.40,226.60,13.53,423,43,482,
,"2,235",243,824,8.92,685.95,-259.20,65,681.60,695.95,65,"25,200.00",65,240.15,244.05,65,110.55,242.00,13.52,"7,466",81,"7,561",
,237,154,280,9.26,658.40,-240.55,65,638.60,666.30,65,"25,250.00",65,252.10,259.75,65,118.55,258.60,13.53,564,113,454,
,"1,050",172,"1,117",9.29,623.50,-245.25,65,610.20,627.65,65,"25,300.00",65,269.15,272.10,65,123.60,273.80,13.48,"8,841","1,942","7,452",
,177,67,129,9.54,596.20,-223.95,65,569.85,596.20,260,"25,350.00",65,281.40,289.75,65,127.30,286.50,13.32,340,45,393,
,"2,315",219,"1,386",9.38,557.60,-230.50,65,550.40,557.75,65,"25,400.00",390,300.05,307.05,195,130.15,300.00,13.17,"5,474","1,004","6,267",
,212,111,238,9.35,524.15,-225.25,65,520.00,526.70,65,"25,450.00",65,317.40,326.00,65,140.60,321.35,13.24,588,72,331,
,"16,963","2,608","12,154",9.30,491.00,-224.30,845,491.00,495.50,65,"25,500.00",195,340.00,341.90,65,147.10,341.90,13.25,"30,885","3,897","30,715",
,329,192,564,9.52,467.95,-212.20,65,455.15,468.00,65,"25,550.00",65,355.80,361.00,260,153.25,359.55,13.16,"1,775",172,453,
,"3,634","1,125","5,755",9.27,430.00,-210.35,65,430.05,436.85,65,"25,600.00",65,378.00,380.20,65,159.85,380.20,13.13,"7,566",822,"4,610",
,235,69,270,9.39,406.05,-201.80,65,400.05,412.00,65,"25,650.00",65,395.65,408.60,65,166.50,401.70,13.10,582,-56,336,
,"4,078","2,331","6,418",9.13,369.90,-202.45,65,377.95,383.40,65,"25,700.00",65,422.20,428.00,65,172.00,422.20,13.03,"9,988","1,339","8,960",
,349,16,729,9.39,353.50,-185.10,65,346.90,356.00,65,"25,750.00",65,442.75,455.45,65,178.75,445.00,12.99,"1,026",-4,481,
,"4,413","1,038","8,374",9.41,329.50,-179.00,65,326.40,330.00,130,"25,800.00",65,469.05,473.00,65,187.80,469.90,12.99,"10,663",331,"5,374",
,641,-25,638,9.46,307.80,-166.35,65,300.30,309.90,65,"25,850.00",65,491.05,507.05,65,203.50,505.10,13.25,474,11,568,
,"3,301",830,"5,009",9.31,280.20,-166.95,65,278.15,286.95,65,"25,900.00",65,522.65,530.00,65,204.00,523.35,13.02,"4,633",238,"2,872",
,437,65,602,9.54,266.85,-150.00,65,258.25,268.25,65,"25,950.00",65,545.55,574.90,65,202.70,542.00,12.77,370,7,264,
,"53,424","5,587","41,239",9.48,244.90,-144.30,"1,560",244.15,245.00,390,"26,000.00",195,586.00,586.80,195,224.30,586.00,13.22,"21,738","1,009","46,107",
,714,101,616,9.35,221.20,-139.40,65,218.00,229.55,65,"26,050.00",65,604.25,635.75,65,225.40,610.00,13.07,231,38,309,
,"2,478",230,"4,934",9.40,205.20,-130.35,65,204.60,207.00,65,"26,100.00",65,642.55,654.00,65,242.50,651.65,13.41,"2,683",690,"2,325",
,178,-36,311,9.46,190.45,-118.85,65,185.65,190.45,65,"26,150.00",65,664.45,695.80,65,250.30,679.80,13.34,47,20,373,
,"6,710","1,427","9,384",9.39,172.10,-113.85,65,172.15,174.80,65,"26,200.00",65,705.55,719.90,65,252.85,711.45,13.35,"1,001",-129,"2,521",
,453,69,748,9.53,161.95,-105.25,325,158.00,164.05,65,"26,250.00",65,740.90,762.20,65,261.60,746.00,13.43,95,33,231,
,"9,159",196,"10,530",9.39,143.75,-99.05,65,144.10,145.60,390,"26,300.00",65,778.20,794.85,65,274.05,792.15,13.83,"1,510",-350,"3,599",
,397,128,828,9.50,134.00,-90.00,65,130.10,136.75,65,"26,350.00",325,793.00,"1,056.05",650,176.80,719.55,10.49,30,-7,111,
,"4,498",918,"7,151",9.50,122.05,-83.45,65,120.90,122.95,65,"26,400.00",65,850.70,869.05,65,273.75,847.60,13.47,324,-68,823,
,320,17,735,9.52,111.20,-76.40,65,109.05,112.65,65,"26,450.00",65,796.90,"1,202.40","1,300",212.25,804.25,10.88,13,-11,102,
,"32,898","6,619","42,811",9.50,100.25,-72.55,65,100.35,102.10,65,"26,500.00",65,930.70,943.00,65,295.30,936.00,14.05,"3,265",-175,"8,577",
,453,88,746,9.59,93.00,-63.30,65,91.05,94.25,65,"26,550.00",65,874.90,"1,245.20",325,138.90,827.50,8.80,13,-,45,
,"4,189",474,"7,476",9.55,83.15,-58.80,260,83.50,85.30,65,"26,600.00",65,"1,005.00","1,049.25",65,304.00,"1,010.00",14.11,72,-19,559,
,356,156,696,9.64,76.90,-52.10,65,75.40,78.30,65,"26,650.00","1,690",873.50,"1,077.50",65,266.55,"1,009.15",12.78,2,-1,43,
,"7,985","2,069","9,764",9.59,68.25,-48.35,65,68.65,70.90,65,"26,700.00",65,"1,088.80","1,120.50",130,302.10,"1,093.85",14.44,66,9,416,
,345,-151,809,9.76,64.75,-41.20,65,63.30,65.95,65,"26,750.00","1,690",934.05,"1,514.50","1,690",295.20,"1,106.20",13.51,9,-5,23,
,"7,339",504,"8,701",9.74,57.80,-38.10,585,57.30,59.25,650,"26,800.00",65,"1,004.70","1,620.25","1,040",206.35,"1,061.00",9.88,25,-7,307,
,419,-22,392,9.86,54.00,-33.20,65,52.45,54.75,390,"26,850.00","1,690","1,059.20","1,254.00",65,295.30,"1,190.75",13.73,2,-,26,
,"3,582",743,"8,348",9.94,49.80,-28.20,195,49.30,49.95,65,"26,900.00",65,"1,254.25","1,560.35",65,295.50,"1,267.05",15.14,8,1,64,
,355,-4,471,10.06,46.60,-24.40,65,44.55,46.60,65,"26,950.00","1,690","1,147.75","1,344.95",65,305.45,"1,284.55",14.27,2,-1,24,
,"49,680",-353,"37,424",10.11,42.65,-22.50,260,42.15,42.90,195,"27,000.00",130,"1,366.35","1,375.00",65,340.15,"1,366.00",15.91,"1,738",7,"20,725",
,310,25,305,10.23,39.85,-19.05,130,38.50,39.00,65,"27,050.00","1,690","1,243.25","1,708.80",65,299.25,"1,365.55",14.24,6,-,25,
,"2,339",-480,"6,537",10.19,35.20,-17.45,195,35.20,36.75,195,"27,100.00",65,"1,361.45","1,739.65","1,040",250.75,"1,384.45",13.19,16,1,42,
,213,2,218,10.38,33.90,-14.80,780,30.65,36.60,260,"27,150.00","1,690","1,327.65","1,803.15",780,279.50,"1,464.50",14.94,4,-,16,
,"6,658",142,"4,353",10.58,32.90,-11.50,130,31.05,31.90,650,"27,200.00",780,"1,377.25","1,872.50",780,272.90,"1,481.95",13.78,4,-,46,
,225,21,233,10.70,30.95,-9.50,"1,560",25.10,32.45,910,"27,250.00","1,690","1,425.85","1,893.60","1,690",319.25,"1,560.55",15.50,2,-,9,
,"4,981",-98,"4,169",10.55,26.00,-10.55,715,25.05,28.65,65,"27,300.00",65,"1,577.25","1,949.20",65,284.90,"1,586.65",14.71,14,-,34,
,291,38,155,10.72,25.00,-8.35,"1,820",22.05,27.00,65,"27,350.00","1,690","1,501.10","1,995.80","1,690",323.20,"1,656.05",16.01,2,-,8,
,"1,175",-464,"2,597",10.86,23.80,-6.15,65,23.00,25.60,65,"27,400.00",65,"1,705.35","2,038.65",65,286.65,"1,696.55",15.91,23,-4,38,
,170,-8,125,11.61,29.15,0.95,65,21.05,26.95,910,"27,450.00",65,"1,715.50","1,826.85",65,312.35,"1,739.30",15.89,2,-,7,
,"11,990",-557,"11,781",10.98,20.00,-5.25,195,20.00,20.75,65,"27,500.00",325,"1,834.30","1,838.00",65,366.50,"1,837.25",18.51,244,108,"1,262",
,377,68,326,11.16,19.45,-3.05,"1,300",19.45,26.50,910,"27,550.00","1,690","1,701.70","2,240.90","1,690",326.70,"1,847.90",17.02,2,-,8,
,918,-65,"1,060",11.12,17.05,-4.85,520,17.05,20.00,325,"27,600.00","1,690","1,775.20","1,973.35",65,327.50,"1,891.75",17.05,3,-1,35,
,257,5,50,11.38,17.20,-2.45,"1,690",15.60,23.30,910,"27,650.00","1,755","1,819.70","2,340.20","1,690",308.70,"1,950.40",17.84,2,-,22,
,"2,279",-95,"1,561",11.60,17.10,-1.20,"3,640",16.30,16.45,65,"27,700.00","1,755","1,848.80","2,386.20","1,690",297.10,"1,993.85",17.85,2,1,13,
,111,22,111,11.75,16.40,0.85,130,15.00,18.50,715,"27,750.00","1,690","1,883.05","2,467.65","1,690",329.95,"2,042.70",18.13,2,-,6,
,946,103,386,11.53,13.25,-2.80,130,13.25,16.95,260,"27,800.00","1,690","1,933.65","2,520.40","1,690",366.25,"2,076.25",17.56,2,-,12,
,78,5,21,11.95,14.55,-0.60,780,12.50,16.45,650,"27,850.00","1,690","1,979.15","2,543.95","1,690",320.15,"2,129.40",18.07,2,-,5,
,211,-18,230,12.37,15.90,1.75,65,13.55,15.50,390,"27,900.00",65,"2,155.50","2,631.70",65,326.20,"2,188.80",18.92,2,-,10,
,106,35,66,12.09,12.50,-1.40,780,11.40,16.50,650,"27,950.00","1,690","2,105.25","2,689.35","1,690",327.00,"2,232.35",18.90,2,-,5,
,"21,741",-205,"8,829",12.31,12.55,0.15,130,12.05,12.50,195,"28,000.00",130,"2,318.30","2,336.80",65,355.20,"2,318.60",21.14,208,16,"10,193",
,93,33,68,12.70,13.55,0.95,780,10.40,13.95,910,"28,050.00","1,690","2,091.40","2,681.85",975,-633.25,"2,386.15",22.34,4,-,4,
,977,126,538,12.57,11.50,-0.30,"1,690",11.50,12.40,65,"28,100.00","1,690","2,216.35","2,905.70","1,690",343.00,"2,390.70",20.35,1,-,12,
,"11,028",-204,"2,902",15.14,6.85,0.50,130,6.25,6.85,65,"29,000.00",65,"3,297.80","3,316.15",130,313.05,"3,253.55",23.67,92,-6,"6,702",
,"11,007",97,"4,116",17.86,4.50,-0.10,195,4.20,4.50,65,"30,000.00",65,"4,275.90","4,298.55",65,341.95,"4,250.00",29.32,92,23,"8,382",
,"3,595",0,504,20.59,3.50,0.50,650,3.10,3.50,"2,925","31,000.00",65,"5,261.60","5,293.80",65,385.00,"5,245.00",34.61,32,3,"3,292",
