CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,2,-,2,-,"2,252.30",12.40,"1,690","1,717.35","2,374.70","1,690","23,800.00",65,58.05,62.00,195,-1.70,58.00,14.66,452,305,588,
,2,-,2,-,"2,205.80",4.85,"1,235","1,664.85","2,333.85","1,690","23,850.00",910,32.05,80.25,"1,690",-,63.25,-,-,-,1,
,2,-,2,-,"2,156.95",2.65,"1,755","1,639.35","2,272.80","1,690","23,900.00",910,32.30,90.55,65,-2.50,63.45,14.50,12,-6,135,
,10,-,-,-,"2,115.40",1.50,"1,690","1,567.85","2,204.80","1,690","23,950.00","1,300",36.50,72.35,325,-,69.25,-,-,-,3,
,229,15,54,-,"2,087.10",-5.60,65,"2,039.00","2,087.05",65,"24,000.00",65,71.50,72.00,65,-1.20,72.20,14.48,"1,472",370,"3,898",
,3,-,2,-,"2,026.15",-6.10,"1,690","1,412.15","2,164.05","1,690","24,050.00",455,69.80,102.40,910,-4.20,71.80,14.20,2,-,4,
,20,-,-,-,"1,969.15",-4.35,"1,235","1,443.85","2,091.00","1,690","24,100.00",65,66.80,99.00,130,-4.60,76.00,14.17,5,1,25,
,21,-,2,-,"1,937.05",0.65,65,"1,411.45","2,060.90","1,690","24,150.00",910,61.75,96.80,910,-3.85,79.00,14.06,2,1,3,
,20,-,1,-,"1,884.25",-2.75,"1,690","1,341.15","1,980.00","1,690","24,200.00",65,79.20,86.20,65,-4.00,80.25,13.86,49,2,78,
,20,-,1,-,"1,847.45",4.35,"1,690","1,296.65","1,962.95","1,690","24,250.00",65,73.95,104.00,65,-3.40,89.00,14.01,10,5,13,
,21,1,3,-,"1,799.85",-5.15,"1,690","1,217.45","1,884.85","1,690","24,300.00",65,91.05,93.75,65,-6.15,90.75,13.82,104,48,154,
,1,-,2,-,"1,749.50",-10.95,65,"1,139.50","1,842.95","1,690","24,350.00",585,82.65,103.25,325,-,101.75,-,-,-,11,
,1,-,2,-,"1,706.90",-12.40,"1,690","1,109.55","1,791.30","1,690","24,400.00",65,97.75,102.85,65,-2.75,101.30,13.74,550,259,776,
,1,-,2,-,"1,664.40",-10.35,585,"1,083.05","1,746.30","1,690","24,450.00",585,94.25,112.85,325,3.70,115.30,14.03,13,13,20,
,580,1,87,-,"1,620.00",-5.75,65,"1,602.85","1,648.95",65,"24,500.00",65,111.90,112.70,65,-5.20,112.80,13.65,"1,343",348,"2,634",
,20,-,3,-,"1,558.20",-47.00,390,"1,012.95","1,778.60","1,690","24,550.00",325,111.95,127.85,65,-3.30,120.50,13.67,4,2,26,
,6,-1,2,-,"1,536.20",-10.55,65,"1,235.40","1,630.10",65,"24,600.00",65,120.70,125.55,65,-4.80,124.05,13.51,211,79,300,
,1,-,2,-,"1,489.55",-7.25,"1,755","1,168.05","1,575.35","1,690","24,650.00",325,116.15,130.00,130,-8.40,126.25,13.31,12,-5,27,
,42,-,3,-,"1,412.70",-44.55,65,"1,224.65","1,467.25",65,"24,700.00",65,133.55,138.70,65,-7.60,134.55,13.32,133,47,199,
,1,-1,2,-,"1,397.90",-13.75,"1,755","1,122.55","1,615.15","1,690","24,750.00",65,135.75,154.40,65,-14.15,138.70,13.17,13,-,21,
,30,-,-,-,"1,370.50",1.40,910,"1,250.40","1,463.95","1,820","24,800.00",65,150.00,155.25,65,-5.80,152.05,13.32,102,4,353,
,2,-,3,-,"1,314.85",-18.80,"1,755","1,046.55","1,405.55","1,690","24,850.00",65,147.75,179.45,65,-11.85,157.25,13.18,1,-1,19,
,70,-,6,-,"1,264.90",-5.55,65,"1,138.95","1,374.50",65,"24,900.00",65,164.25,167.65,65,-9.00,164.75,13.11,66,2,230,
,3,2,5,-,"1,239.85",-14.05,"1,755",973.35,"1,316.10","1,690","24,950.00",65,172.00,181.05,65,-7.05,176.95,13.18,14,3,26,
,"1,490",-13,181,-,"1,215.15",-4.25,65,"1,200.50","1,210.00",65,"25,000.00",65,189.00,191.00,65,-8.15,188.90,13.22,"2,408",517,"4,578",
,2,-,2,-,"1,156.95",-15.60,910,903.25,"1,249.70","1,690","25,050.00",325,183.20,211.95,65,-8.60,194.00,13.05,5,2,16,
,57,-33,39,-,"1,014.90",-108.90,65,"1,098.65","1,182.75",65,"25,100.00",65,202.00,203.90,65,-10.35,203.30,12.99,189,-51,164,
,1,-,2,-,"1,084.05",1.75,910,524.70,"1,151.35","1,690","25,150.00",65,204.25,223.10,65,-12.95,212.70,12.92,2,-,36,
,161,-15,22,-,"1,004.15",-63.00,65,"1,019.75","1,084.10",650,"25,200.00",65,222.45,226.40,65,-10.55,226.45,12.96,179,20,327,
,5,-1,2,5.17,"1,011.25",-13.70,65,764.70,"1,079.70","1,690","25,250.00",65,226.45,248.65,65,-11.10,236.85,12.89,3,1,40,
,167,-5,18,-,913.70,-66.30,65,948.50,"1,003.10",65,"25,300.00",65,242.70,253.25,65,-17.75,247.25,12.82,144,40,167,
,6,-,2,5.19,919.95,-32.40,910,760.00,"1,005.05","1,820","25,350.00",65,252.25,292.70,65,13.30,291.65,13.58,3,-1,28,
,173,4,50,6.33,900.00,1.50,65,884.85,924.15,65,"25,400.00",65,272.40,276.60,65,-11.50,275.10,12.81,247,94,267,
,7,2,3,6.56,864.25,-5.90,65,655.35,950.80,715,"25,450.00",65,272.15,307.55,65,-18.10,298.65,13.02,2,-,10,
,"2,192",184,494,6.85,832.25,-8.80,65,832.00,838.75,65,"25,500.00",65,307.10,309.35,65,-10.70,310.00,12.92,"1,904",195,"4,070",
,7,2,2,6.87,793.30,-21.30,65,575.35,"1,009.85",780,"25,550.00",65,304.40,333.10,65,-24.35,313.65,12.63,92,17,26,
,406,105,328,6.99,758.80,-24.65,65,757.70,766.85,65,"25,600.00",65,330.60,335.80,65,-7.55,336.00,12.77,387,120,365,
,14,1,5,7.11,725.55,-17.90,65,715.35,759.50,715,"25,650.00",65,338.40,371.10,325,-31.25,349.90,12.69,6,1,11,
,432,124,189,7.44,701.70,-12.95,65,689.80,706.95,65,"25,700.00",65,365.00,370.20,65,-12.30,368.00,12.70,183,81,355,
,21,-5,32,6.59,632.55,-44.15,65,546.70,695.70,325,"25,750.00",65,363.70,406.00,975,-95.10,315.95,11.13,4,1,16,
,627,132,307,7.55,637.05,-19.00,65,631.85,642.15,65,"25,800.00",65,399.90,410.70,65,-21.10,399.85,12.58,212,48,446,
,9,1,3,7.45,599.40,-50.60,65,430.55,630.60,975,"25,850.00",650,356.45,441.80,65,-19.65,429.20,12.80,5,-,25,
,471,125,177,7.78,581.65,-12.00,65,570.05,590.00,65,"25,900.00",65,434.40,451.55,65,-13.15,444.40,12.69,164,83,331,
,53,-2,2,7.86,554.30,-7.55,910,480.70,573.65,65,"25,950.00",65,373.35,493.75,650,-19.70,473.25,12.86,4,-1,15,
,"4,766",526,"2,415",7.99,530.30,-23.85,65,531.20,539.25,65,"26,000.00",65,495.00,499.50,65,-11.70,497.50,12.92,"1,575",418,"3,673",
,51,-11,18,7.93,498.60,-26.80,65,472.60,520.25,65,"26,050.00",65,446.80,579.70,455,-79.45,450.00,11.46,7,-,10,
,517,91,216,8.04,476.10,-15.95,65,462.20,480.50,65,"26,100.00",65,521.00,547.05,65,-12.05,533.00,12.73,90,28,355,
,12,2,5,8.08,450.75,-9.80,65,422.35,466.65,"1,820","26,150.00",65,550.00,696.70,65,-6.30,566.15,12.94,6,-,22,
,774,182,351,8.11,426.50,-15.85,65,423.60,426.75,65,"26,200.00",65,563.95,594.85,65,-28.20,574.60,12.62,117,81,403,
,9,2,4,8.20,405.80,-24.25,65,389.10,469.70,390,"26,250.00",65,382.80,-,-,-26.55,612.15,12.89,2,-,24,
,616,207,480,8.24,383.50,-14.85,65,378.20,383.50,65,"26,300.00",65,626.00,652.40,65,-21.15,640.00,12.95,185,94,349,
,6,-,3,8.38,367.50,-8.00,325,94.10,379.70,910,"26,350.00",65,600.00,"1,162.60","1,300",40.25,664.35,12.92,2,1,2,
,507,156,317,8.28,340.65,-17.45,65,335.85,340.95,65,"26,400.00",65,666.25,709.25,65,17.35,722.90,13.59,71,62,200,
,21,1,7,8.67,337.95,-2.00,65,288.60,392.90,65,"26,450.00",-,-,"1,006.75","1,300",-1.85,719.45,12.96,2,1,2,
,"3,345",264,"2,150",8.42,305.65,-19.00,65,305.60,309.30,130,"26,500.00",65,747.00,766.85,65,12.25,765.15,13.33,308,105,991,
,23,1,4,8.39,284.95,-16.90,975,252.30,300.95,65,"26,550.00",-,-,"1,326.50","1,690",-1.10,779.00,13.04,2,1,2,
,426,126,216,8.67,279.60,-4.70,65,264.90,270.60,65,"26,600.00",65,781.80,"1,106.50",65,-10.45,809.10,13.07,19,14,50,
,18,2,4,8.40,249.25,-20.75,910,25.25,267.80,910,"26,650.00",-,-,"1,413.25","1,690",7.15,843.05,13.17,2,1,2,
,542,103,224,8.41,233.10,-16.85,65,230.45,239.70,65,"26,700.00",65,744.35,939.70,65,-4.85,882.70,13.38,2,-,32,
,24,-,-,-,185.25,-,520,200.05,-,-,"26,750.00",-,-,-,-,-494.10,907.85,13.27,2,1,1,
,489,129,309,8.48,204.95,-13.75,65,201.25,207.55,65,"26,800.00",65,812.45,"1,050.00",65,9.45,963.95,13.81,6,4,16,
,37,5,12,8.51,191.85,-20.30,65,192.00,206.55,65,"26,850.00",-,-,"1,509.95","1,690",94.00,979.70,13.47,2,1,2,
,344,15,197,8.60,182.00,-11.20,65,177.95,186.30,65,"26,900.00",65,889.20,"1,085.70",65,2.20,"1,024.15",13.75,2,-,5,
,17,-3,14,8.51,165.40,-19.60,65,168.40,185.00,65,"26,950.00",-,-,"1,592.55","1,690",57.55,"1,052.60",13.67,2,1,3,
,"9,169",502,"3,995",8.65,159.00,-15.05,65,158.80,160.95,65,"27,000.00",65,"1,086.00","1,115.05",65,-5.20,"1,106.20",14.13,144,-32,431,
,35,-,-,-,65.00,-,65,71.45,158.00,455,"27,050.00",-,-,"1,633.80","1,690",82.70,"1,128.10",13.88,2,1,3,
,416,90,349,8.71,138.40,-9.55,65,135.30,140.40,65,"27,100.00",325,979.25,"1,624.20","1,690",83.65,"1,165.35",13.96,2,1,3,
,272,23,107,8.81,131.85,-6.15,65,127.55,132.60,195,"27,150.00",-,-,"1,816.00","1,690",75.70,"1,213.85",14.29,3,1,3,
,-,-,-,-,-,-,"1,300",58.00,207.60,"1,690","27,200.00","1,690","1,078.55",-,-,4.35,"1,257.50",14.50,1,1,1,
,-,-,-,-,-,-,"1,300",53.20,186.80,"1,690","27,250.00","1,690","1,120.45",-,-,2.85,"1,298.30",14.64,1,1,1,
,671,234,431,8.84,105.00,-5.20,650,103.00,103.90,260,"27,300.00","1,690","1,118.35","1,802.60","1,690",0.40,"1,336.05",14.70,1,1,1,
,-,-,-,-,-,-,"1,300",44.50,125.20,910,"27,350.00","1,690","1,201.10","1,852.15","1,690",-7.65,"1,369.00",14.64,2,-,-,
,-,-,-,-,-,-,"1,300",40.50,119.45,910,"27,400.00","1,690","1,250.10","1,907.85","1,690",4.35,"1,419.95",15.01,1,1,1,
,-,-,-,-,-,-,"1,300",37.20,113.90,910,"27,450.00","1,690","1,253.60","1,967.65","1,690",4.60,"1,465.95",15.25,2,1,1,
,-,-,-,-,-,-,65,36.55,108.55,910,"27,500.00","1,690","1,357.65","1,584.55",65,-12.85,"1,503.80",15.28,2,-,13,
,563,162,562,9.12,76.50,-1.80,520,73.10,76.00,65,"27,550.00","1,690","1,348.65","2,084.85",715,10.85,"1,552.45",15.58,1,1,1,
